form	lemma	POS	morph
Et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
miens	mien	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
fiex	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
emprisonnés	emprisoner	VERppe	NOMB.=s|GENRE=m|CAS=n
là	là	ADVgen	DEGRE=-
fors	fors1	ADVgen	DEGRE=-
entre	entre2	PRE	MORPH=empty
mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
anemis	enemi	NOMcom	NOMB.=p|GENRE=m|CAS=r
Beles	beler	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
che	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
que	que4	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
vis	vif	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
che	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
c	que4	CONsub	MORPH=empty
Orgieus	Orgieus	NOMpro	NOMB.=s|GENRE=m|CAS=n
pour	por2	PRE	MORPH=empty
m	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
detenu	detenir	VERppe	NOMB.=s|GENRE=m|CAS=r
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r
gringnour	graignor	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=c
et	et	CONcoo	MORPH=empty
en	en2	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
consillier	conseillier2	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
maistre	maistre	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
gonfanonnier	gonfanonier	NOMcom	NOMB.=s|GENRE=m|CAS=r
Se	se	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Roussel	Roussel	NOMpro	NOMB.=s|GENRE=m|CAS=r
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r
avoie	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
Roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Noblon	Noble	NOMpro	NOMB.=s|GENRE=m|CAS=r
petit	petit	ADVgen	DEGRE=-
douteroie	doter2	VERcjg	MODE=con|PERS.=1|NOMB.=s
Mais	mais1	CONcoo	MORPH=empty
se	se	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
rarai	ravoir2	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
dedens	dedenz	PRE	MORPH=empty
demain	demain	ADVgen	DEGRE=-
car	car	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
irai	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
veoir	vëoir	VERinf	MORPH=empty
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r
en	en1	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=x|CAS=r
ost	ost	NOMcom	NOMB.=s|GENRE=x|CAS=r
tous	tot	ADVgen	NOMB.=s|GENRE=m|CAS=n
seus	sol1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
entre	entre2	PRE	MORPH=empty
mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
anemis	enemi	NOMcom	NOMB.=p|GENRE=m|CAS=r
morteus	mortel	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
Si	si	ADVgen	DEGRE=-
n	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
soiés	estre1	VERcjg	MODE=imp|PERS.=2|NOMB.=p
mie	mie	ADVneg	MORPH=empty
à	a3	PRE	MORPH=empty
meschief	meschief	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
car	car	CONcoo	MORPH=empty
bien	bien1	ADVgen	DEGRE=p
venrai	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
à	a3	PRE	MORPH=empty
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r
